,ids,totals
410,2538,26.849999999999998
411,2539,23.799999999999997
412,2540,31.7
413,2541,30.4
414,2542,17.45
415,2543,34.8
416,2544,18.5
417,2545,24.849999999999998
418,2546,35.849999999999994
419,2547,31.75
420,2548,54.150000000000006
421,2549,29.299999999999997
422,2550,41.15
423,2551,65.75
424,2552,37.75
425,2553,17.9
426,2554,3.95
427,2555,21.5
428,2556,17.85
429,2557,34.650000000000006
430,2558,37.1
431,2559,20.25
432,2560,31.4
433,2561,32.4
434,2562,39.7
435,2563,27.45
436,2564,21.85
437,2565,31.0
438,2566,53.25
439,2567,32.75
440,2568,62.05
441,2569,64.9
442,2570,27.8
443,2571,19.8
444,2572,38.75
445,2573,21.9
446,2574,30.75
447,2575,23.9
448,2576,40.849999999999994
449,2577,41.75
450,2578,18.45
451,2579,44.0
452,2580,23.75
453,2581,46.60000000000001
454,2582,24.799999999999997
455,2583,18.8
456,2584,46.3
457,2585,32.25
458,2586,55.25
459,2587,29.75
460,2588,19.9
461,2589,59.650000000000006
462,2590,23.4
463,2591,56.400000000000006
464,2592,24.849999999999998
465,2593,44.849999999999994
466,2594,73.65
467,2595,35.7
468,2596,37.45
469,2597,75.10000000000001
470,2598,37.65
471,2599,31.75
472,2600,62.099999999999994
473,2601,39.7
474,2602,18.8
475,2603,46.599999999999994
476,2604,34.7
477,2605,29.0
478,2606,42.099999999999994
479,2607,28.75
480,2608,28.4
481,2609,30.5
482,2610,35.0
483,2611,19.8
484,2612,18.3
485,2613,19.2
486,2614,33.65
487,2615,37.2
488,2616,52.60000000000001
489,2617,25.65
490,2618,21.5
491,2619,46.7
492,2620,56.0
493,2621,30.099999999999998
494,2622,58.1
495,2623,34.95
496,2624,50.2
497,2625,25.8
498,2626,32.15
499,2627,34.3
500,2628,88.6
501,2629,54.45
502,2630,44.55
503,2631,30.75
504,2632,18.85
505,2633,68.9
506,2634,19.8
507,2635,20.9
508,2636,17.65
509,2637,31.8
510,2641,26.799999999999997
511,2642,31.7
512,2643,18.1
513,2644,32.65
514,2645,44.849999999999994
515,2646,19.8
516,2647,25.65
517,2648,17.85
518,2649,12.899999999999999
519,2650,17.35
520,2651,24.45
521,2652,17.5
522,2653,32.65
523,2654,49.599999999999994
524,2655,17.85
525,2656,49.099999999999994
526,2657,41.3
527,2658,40.7
528,2659,85.80000000000001
529,2660,39.25
530,2661,24.799999999999997
531,2662,21.85
532,2663,22.8
533,2664,36.349999999999994
534,2665,64.4
535,2666,9.95
536,2667,24.75
537,2668,19.8
538,2669,24.799999999999997
539,2670,25.45
540,2671,26.599999999999998
541,2672,17.45
542,2673,29.4
543,2674,15.85
544,2675,50.2
545,2676,42.4
546,2677,50.35000000000001
547,2678,49.55
548,2679,43.3
549,2680,22.9
550,2681,16.799999999999997
551,2682,41.8
552,2683,35.75
553,2684,29.0
554,2685,16.3
555,2686,26.75
556,2687,31.0
557,2688,17.85
558,2689,19.45
559,2690,38.65
560,2691,20.8
561,2692,33.7
562,2693,27.599999999999998
563,2694,27.75
564,2695,24.5
565,2696,23.8
566,2697,44.650000000000006
567,2698,28.75
568,2699,27.65
569,2700,45.55
570,2701,30.349999999999998
571,2702,11.899999999999999
572,2703,32.349999999999994
573,2704,29.7
574,2705,22.45
575,2706,40.099999999999994
576,2707,24.299999999999997
577,2708,29.4
578,2709,30.0
579,2710,50.599999999999994
580,2711,45.849999999999994
581,2712,31.75
582,2713,56.64999999999999
583,2714,50.65
584,2715,33.7
585,2716,104.15000000000002
586,2717,18.85
587,2721,48.25
588,2722,26.75
589,2723,53.7
590,2724,35.75
591,2725,14.5
592,2726,37.7
593,2727,40.95
594,2729,1.0
595,2730,61.7
596,2731,31.65
597,2732,3.95
598,2734,50.8
599,2735,3.95
600,2736,15.850000000000001
601,2737,37.099999999999994
602,2739,43.650000000000006
603,2740,46.25
604,2741,28.75
605,2742,34.8
606,2743,31.049999999999997
607,2746,50.05
608,2748,68.7
609,2750,32.2
610,2751,40.95
611,2752,36.3
612,2753,93.3
613,2754,27.599999999999998
614,2755,50.150000000000006
615,2756,57.55
616,2757,27.849999999999998
617,2758,40.65
618,2759,30.2
619,2760,25.4
620,2761,37.349999999999994
621,2762,30.75
622,2763,18.85
623,2764,20.85
624,2765,28.75
625,2766,41.3
626,2767,18.8
627,2768,18.8
628,2769,21.849999999999998
629,2770,50.25
630,2771,43.0
631,2772,8.9
632,2773,30.799999999999997
633,2774,35.9
634,2775,34.65
635,2776,33.9
636,2777,21.05
637,2778,24.25
638,2779,33.349999999999994
639,2780,31.599999999999998
640,2781,18.6
641,2782,18.6
642,2785,33.099999999999994
643,2788,41.0
644,2789,26.849999999999998
645,2790,18.45
646,2792,23.799999999999997
647,2793,24.799999999999997
648,2794,24.75
649,2795,36.9
650,2796,28.7
651,2797,24.849999999999998
652,2798,25.8
653,2799,28.799999999999997
654,2800,23.45
655,2801,19.15
656,2802,47.599999999999994
657,2803,33.7
658,2804,21.8
659,2805,20.8
660,2806,44.099999999999994
661,2807,46.75
662,2809,42.25
663,2810,29.849999999999998
664,2813,103.05000000000001
665,2814,80.45
666,2815,30.849999999999998
667,2816,43.7
668,2817,33.7
669,2818,50.5
670,2819,30.799999999999997
671,2820,27.05
672,2821,52.39999999999999
673,2822,80.35000000000001
674,2823,17.8
675,2824,21.849999999999998
676,2825,4.95
677,2826,3.95
678,2828,22.75
679,2829,22.75
680,2830,25.4
681,2831,28.2
682,2832,16.9
683,2833,73.05000000000001
684,2834,73.05000000000001
685,2835,73.05000000000001
686,2836,24.849999999999998
687,2837,35.65
688,2838,35.65
689,2839,47.39999999999999
690,2840,52.849999999999994
691,2841,30.849999999999998
692,2842,17.45
693,2843,21.75
694,2844,20.5
695,2845,63.35000000000001
696,2846,33.0
697,2847,33.7
698,2848,15.5
699,2849,38.85
700,2850,25.4
701,2851,36.7
702,2852,10.45
703,2853,47.2
704,2854,33.8
705,2855,35.7
706,2856,17.45
707,2857,0.5
708,2858,29.8
709,2859,36.15
710,2860,34.550000000000004
711,2861,29.8
712,2862,64.15
713,2863,38.3
714,2864,48.5
715,2865,32.3
716,2867,47.650000000000006
717,2868,40.3
718,2869,19.45
719,2870,30.45
720,2871,33.7
721,2875,23.15
722,2877,28.65
723,2880,76.4
724,2881,23.4
725,2883,19.85
726,2887,30.45
727,2889,20.8
728,2890,19.8
729,2895,34.7
730,2896,25.799999999999997
731,2898,25.8
732,2899,41.8
733,2900,13.899999999999999
734,2901,19.8
735,2906,31.349999999999998
736,2907,127.55000000000001
737,2908,59.55
738,2909,47.55
739,2910,33.3
740,2911,34.3
741,2912,19.1
742,2913,46.5
743,2914,18.9
744,2920,22.85
745,2921,30.75
746,2922,33.5
747,2923,20.4
748,2924,21.5
749,2925,17.8
750,2926,51.2
751,2927,9.9
752,2935,33.75
753,2936,18.8
754,2937,23.6
755,2938,33.7
756,2939,27.849999999999998
757,2940,19.8
758,2941,35.849999999999994
759,2942,31.9
760,2943,14.85
761,2944,17.45
762,2945,22.349999999999998
763,2946,48.4
764,2947,17.8
765,2948,27.75
766,2949,34.099999999999994
767,2950,24.65
768,2951,21.8
769,2952,30.75
770,2953,16.95
771,2954,25.75
772,2955,22.05
773,2956,17.75
774,2957,47.650000000000006
775,2958,19.45
776,2959,5.95
777,2960,49.15
778,2961,29.75
779,2962,34.95
780,2963,27.849999999999998
781,2964,36.0
782,2965,36.3
783,2966,34.55
784,2967,32.8
785,2968,13.5
786,2969,18.8
787,2970,25.7
788,2971,31.3
789,2972,32.3
790,2973,25.8
791,2974,21.05
792,2975,20.8
793,2976,23.099999999999998
794,2980,27.8
795,2981,57.3
796,2982,23.799999999999997
797,2983,16.85
798,2984,41.55
799,2985,88.55000000000001
800,2986,33.7
801,2987,41.55
802,2988,33.349999999999994
803,2989,31.95
804,2990,46.2
805,2991,28.4
806,2992,29.9
807,2993,34.7
808,2994,25.75
809,2995,24.8
810,2996,38.8
811,2997,44.75
812,2999,23.849999999999998
813,3001,21.8
814,3002,21.8
815,3003,56.95
816,3004,33.7
817,3005,15.5
818,3006,28.75
819,3007,28.75
820,3008,25.7
821,3009,24.799999999999997
822,3010,43.55
823,3011,56.45
824,3012,35.7
825,3013,17.45
826,3014,14.5
827,3015,65.05
828,3016,25.4
829,3017,22.349999999999998
830,3018,79.6
831,3019,17.0
832,3020,29.8
833,3021,22.849999999999998
834,3022,46.2
835,3023,58.10000000000001
836,3024,26.1
837,3025,13.850000000000001
838,3026,30.4
839,3027,19.45
840,3028,17.65
841,3029,54.349999999999994
842,3030,31.75
843,3031,29.849999999999998
844,3032,59.7
845,3033,67.30000000000001
846,3034,58.099999999999994
847,3035,33.7
848,3036,35.95
849,3037,17.85
850,3038,15.85
851,3039,19.85
852,3040,27.7
853,3042,54.5
854,3043,39.05
855,3044,42.25
856,3045,38.3
857,3046,18.15
858,3047,37.599999999999994
859,3048,21.3
860,3049,22.349999999999998
861,3050,18.0
862,3051,16.95
863,3052,40.05
864,3053,48.55
865,3054,20.4
866,3055,42.599999999999994
867,3056,25.4
868,3057,30.8
869,3058,24.75
870,3059,21.8
871,3060,17.45
872,3061,42.900000000000006
873,3062,29.8
874,3063,29.75
875,3064,26.4
876,3065,25.7
877,3066,25.7
878,3067,23.799999999999997
879,3068,34.349999999999994
880,3069,12.899999999999999
881,3070,31.299999999999997
882,3071,27.349999999999998
883,3072,52.25
884,3073,34.5
885,3074,22.349999999999998
886,3075,52.0
887,3076,34.95
888,3077,30.75
889,3078,32.7
890,3079,33.0
891,3080,37.45
892,3081,19.85
893,3082,60.49999999999999
894,3083,38.449999999999996
895,3084,23.4
896,3085,70.65
897,3086,32.3
898,3087,41.8
899,3088,34.7
900,3089,24.799999999999997
901,3090,35.65
902,3091,57.85000000000001
903,3092,77.95000000000002
904,3093,28.15
905,3094,32.099999999999994
906,3095,31.75
907,3096,73.45
908,3097,39.65
909,3098,25.8
910,3099,14.149999999999999
911,3100,46.45
912,3101,57.8
913,3102,21.5
914,3103,25.299999999999997
915,3104,21.45
916,3106,28.15
917,3107,16.45
918,3108,44.599999999999994
919,3109,32.95
920,3110,18.15
921,3111,22.849999999999998
922,3112,31.4
923,3113,38.599999999999994
924,3114,48.650000000000006
925,3115,14.899999999999999
926,3116,30.4
927,3117,22.8
928,3118,2.6
929,3119,36.9
930,3120,42.8
931,3121,22.349999999999998
932,3122,37.3
933,3123,18.85
934,3124,19.75
935,3125,28.599999999999998
936,3126,23.05
937,3127,84.30000000000001
938,3128,43.25
939,3129,19.8
940,3130,35.849999999999994
941,3131,41.3
942,3132,30.049999999999997
943,3133,47.650000000000006
944,3134,32.05
945,3135,75.64999999999999
946,3136,25.849999999999998
947,3137,34.099999999999994
948,3138,41.65
949,3139,79.65
950,3140,73.00000000000001
951,3141,27.75
952,3142,36.55
953,3143,29.3
954,3144,21.05
955,3145,8.95
956,3146,64.75
957,3147,37.6
958,3148,25.7
959,3150,17.45
960,3151,37.65
961,3152,18.45
962,3153,45.75
963,3154,66.7
964,3155,37.0
965,3156,43.849999999999994
966,3157,35.0
967,3158,21.5
968,3159,54.2
969,3160,21.45
970,3161,67.65
971,3162,34.75
972,3163,23.45
973,3164,32.65
974,3165,36.9
975,3166,25.8
976,3167,26.4
977,3168,32.7
978,3169,39.599999999999994
979,3170,33.65
980,3171,34.349999999999994
981,3172,35.7
982,3173,23.799999999999997
983,3174,23.9
984,3175,27.849999999999998
985,3176,32.75
986,3177,26.299999999999997
987,3178,79.69999999999999
988,3180,51.849999999999994
989,3181,29.7
990,3182,27.25
991,3183,16.15
992,3184,22.349999999999998
993,3185,59.5
994,3186,29.75
995,3187,41.55
996,3188,36.8
997,3189,19.3
998,3190,36.7
999,3191,30.75
1000,3192,29.8
1001,3193,49.8
1002,3194,16.9
1003,3195,24.799999999999997
1004,3196,36.3
1005,3197,74.69999999999999
1006,3198,39.55
1007,3199,49.55
1008,3200,49.55
1009,3201,49.55
1010,3202,49.55
1011,3203,49.55
1012,3204,19.45
1013,3205,19.8
1014,3206,35.75
1015,3207,54.150000000000006
1016,3208,19.9
1017,3209,27.9
1018,3210,46.650000000000006
1019,3211,61.800000000000004
1020,3212,30.75
1021,3213,19.3
1022,3214,28.349999999999998
1023,3215,40.5
1024,3216,39.65
1025,3217,62.900000000000006
1026,3218,84.75000000000001
1027,3219,22.349999999999998
1028,3220,32.849999999999994
1029,3221,57.3
1030,3222,14.85
1031,3223,35.7
1032,3224,18.8
1033,3225,28.9
1034,3226,30.349999999999998
1035,3227,61.699999999999996
1036,3229,58.55
1037,3234,2.95
1038,3235,3.95
1039,3237,59.7
1040,3241,33.3
1041,3242,30.45
1042,3243,19.45
1043,3244,26.7
1044,3245,30.75
1045,3246,32.349999999999994
1046,3248,49.95
1047,3249,43.7
1048,3250,21.5
1049,3251,12.549999999999999
1050,3252,41.3
1051,3253,15.85
1052,3254,30.4
1053,3255,13.399999999999999
1054,3256,39.3
1055,3257,17.85
1056,3258,40.9
1057,3259,24.75
1058,3260,20.85
1059,3261,44.3
1060,3262,24.05
1061,3263,34.75
1062,3264,24.4
1063,3265,40.65
1064,3266,18.85
1065,3267,34.099999999999994
1066,3268,12.549999999999999
1067,3269,17.8
1068,3270,37.65
1069,3271,25.4
1070,3272,25.849999999999998
1071,3273,37.349999999999994
1072,3274,27.4
1073,3275,27.75
1074,3276,52.75
1075,3277,23.45
1076,3278,20.85
1077,3279,31.8
1078,3280,57.4
1079,3281,24.65
1080,3282,32.349999999999994
1081,3283,34.95
1082,3284,24.65
1083,3285,39.65
1084,3286,32.95
1085,3287,33.45
1086,3288,67.00000000000001
1087,3289,34.95
1088,3290,46.599999999999994
1089,3291,16.35
1090,3292,29.400000000000002
1091,3293,36.3
1092,3294,24.55
1093,3295,39.75
1094,3296,30.75
1095,3297,23.8
1096,3298,36.849999999999994
1097,3299,30.7
1098,3300,38.75
1099,3301,51.10000000000001
1100,3302,32.599999999999994
1101,3303,22.349999999999998
1102,3304,37.3
1103,3305,41.65
1104,3306,30.8
1105,3307,26.0
1106,3308,43.650000000000006
1107,3309,42.95
1108,3310,18.45
1109,3311,27.8
1110,3312,5.95
1111,3313,27.8
1112,3314,58.35000000000001
1113,3315,19.85
1114,3316,33.099999999999994
1115,3317,40.8
1116,3318,38.3
1117,3319,21.85
1118,3321,26.85
1119,3322,27.599999999999998
1120,3323,47.2
1121,3324,47.2
1122,3325,30.75
1123,3328,67.5
1124,3329,27.5
1125,3330,41.099999999999994
1126,3331,48.599999999999994
1127,3332,27.7
1128,3333,36.85
1129,3334,16.85
1130,3335,21.45
1131,3336,27.9
1132,3337,21.85
1133,3338,26.4
1134,3339,26.75
1135,3340,34.9
1136,3341,14.85
1137,3343,27.15
1138,3344,63.35000000000001
1139,3345,64.5
1140,3346,58.55000000000001
1141,3347,27.95
1142,3348,23.8
1143,3349,17.4
1144,3350,46.599999999999994
1145,3351,36.3
1146,3352,33.349999999999994
1147,3353,28.9
1148,3354,73.6
1149,3355,22.349999999999998
1150,3356,44.5
1151,3357,23.45
1152,3358,30.349999999999998
1153,3359,31.75
1154,3360,46.650000000000006
1155,3361,36.9
1156,3362,52.55
1157,3363,18.8
1158,3364,30.75
1159,3365,40.8
1160,3366,25.7
1161,3367,26.8
1162,3368,52.55
1163,3369,46.95
1164,3370,65.3
1165,3373,38.75
1166,3374,46.099999999999994
1167,3380,70.39999999999999
1168,3381,30.65
1169,3382,43.650000000000006
1170,3383,32.7
1171,3384,28.55
1172,3385,28.55
1173,3386,49.099999999999994
1174,3388,9.95
1175,3389,17.75
1176,3390,30.7
1177,3391,43.55
1178,3392,44.599999999999994
1179,3393,26.849999999999998
1180,3394,21.5
1181,3395,52.8
1182,3396,19.15
1183,3397,25.4
1184,3398,32.8
1185,3399,19.1
1186,3400,60.099999999999994
1187,3401,60.099999999999994
1188,3402,17.45
1189,3403,69.45
1190,3404,57.5
1191,3405,31.25
1192,3406,42.3
1193,3407,34.2
1194,3408,47.95
1195,3409,46.25
1196,3410,18.85
1197,3411,16.45
1198,3412,21.4
1199,3413,41.3
1200,3414,18.35
1201,3415,30.8
1202,3416,75.80000000000001
1203,3417,20.9
1204,3418,48.150000000000006
1205,3419,18.85
1206,3420,68.35
1207,3421,29.75
1208,3422,21.55
1209,3423,29.05
1210,3424,105.05000000000003
1211,3425,30.25
1212,3426,35.75
1213,3427,20.8
1214,3428,32.05
1215,3429,27.4
1216,3430,21.45
1217,3431,9.95
1218,3432,33.7
1219,3433,46.25
1220,3434,15.85
1221,3435,22.75
1222,3436,28.3
1223,3437,30.75
1224,3438,50.8
1225,3439,39.2
1226,3441,30.849999999999998
1227,3442,37.65
1228,3443,18.55
1229,3444,25.2
1230,3445,30.95
1231,3446,46.55
1232,3447,32.75
1233,3448,32.7
1234,3449,65.3
1235,3450,29.3
1236,3451,21.8
1237,3452,33.9
1238,3453,18.85
1239,3454,19.9
1240,3455,21.5
1241,3456,20.5
1242,3457,33.4
1243,3459,32.349999999999994
1244,3460,32.349999999999994
1245,3461,32.05
1246,3462,45.349999999999994
1247,3463,52.75
1248,3464,29.4
1249,3465,30.0
1250,3466,29.75
1251,3468,22.75
1252,3469,101.4
1253,3470,38.7
1254,3471,22.8
1255,3473,24.799999999999997
1256,3474,22.349999999999998
1257,3475,31.7
1258,3476,46.55
1259,3477,25.4
1260,3478,24.95
1261,3479,30.75
1262,3480,16.85
1263,3481,37.7
1264,3482,37.849999999999994
1265,3484,17.85
1266,3485,39.7
1267,3486,36.35
1268,3487,26.799999999999997
1269,3488,19.9
1270,3489,44.05
1271,3490,35.0
1272,3491,34.95
1273,3492,18.35
1274,3493,29.5
1275,3494,32.75
1276,3495,33.05
1277,3496,38.4
1278,3497,126.39999999999999
1279,3498,12.850000000000001
1280,3499,7.9
1281,3500,130.8
1282,3501,5.9
1283,3502,42.7
1284,3503,39.75
1285,3504,38.849999999999994
1286,3505,30.7
1287,3506,34.8
1288,3507,23.849999999999998
1289,3508,22.8
1290,3509,21.5
1291,3510,90.35000000000001
1292,3511,30.95
1293,3512,42.75
1294,3513,37.2
1295,3514,8.9
1296,3515,50.2
1297,3516,34.2
1298,3517,12.899999999999999
1299,3518,43.349999999999994
1300,3519,47.650000000000006
1301,3520,36.25
1302,3521,18.9
1303,3522,29.4
1304,3523,26.65
1305,3524,52.75
1306,3527,34.099999999999994
1307,3528,32.3
1308,3529,26.75
1309,3531,23.400000000000002
1310,3532,24.05
1311,3533,34.349999999999994
1312,3534,58.25
1313,3535,17.15
1314,3536,8.95
1315,3537,34.6
1316,3538,21.849999999999998
1317,3539,25.4
1318,3540,37.95
1319,3541,31.95
1320,3542,31.349999999999998
1321,3543,30.8
1322,3544,32.349999999999994
1323,3545,29.4
1324,3546,24.4
1325,3547,26.65
1326,3548,21.75
1327,3549,33.349999999999994
1328,3550,43.599999999999994
1329,3551,21.849999999999998
1330,3552,23.0
1331,3553,33.349999999999994
1332,3554,37.75
1333,3555,40.7
1334,3556,27.099999999999998
1335,3557,27.349999999999998
1336,3558,24.8
1337,3559,25.4
1338,3560,51.150000000000006
1339,3561,47.599999999999994
1340,3562,23.45
1341,3563,23.45
1342,3564,43.599999999999994
1343,3565,32.7
1344,3566,28.4
1345,3567,31.75
1346,3568,46.099999999999994
1347,3569,20.1
1348,3570,82.20000000000002
1349,3571,82.20000000000002
1350,3573,23.799999999999997
1351,3574,23.799999999999997
1352,3575,27.55
1353,3576,38.099999999999994
1354,3577,38.599999999999994
1355,3578,41.2
1356,3579,38.55
1357,3580,38.55
1358,3581,35.3
1359,3582,27.7
1360,3583,21.5
1361,3584,10.55
1362,3585,22.349999999999998
1363,3586,30.349999999999998
1364,3587,25.799999999999997
1365,3588,19.75
1366,3589,19.75
1367,3590,26.75
1368,3591,30.4
