,ids,totals
2488,4758,30.7
2489,4759,25.05
2490,4760,72.65
2491,4761,24.45
2492,4762,28.4
2493,4763,29.349999999999998
2494,4764,61.05
2495,4765,31.7
2496,4766,37.75
2497,4768,32.7
2498,4769,30.349999999999998
2499,4770,13.5
2500,4771,34.8
2501,4772,61.75
2502,4773,16.85
2503,4774,17.45
2504,4775,26.8
2505,4776,21.9
2506,4777,34.7
2507,4778,27.4
2508,4779,17.9
2509,4780,26.749999999999996
2510,4781,54.75
2511,4782,26.8
2512,4783,17.8
2513,4784,17.8
2514,4785,32.75
2515,4786,23.4
2516,4787,39.849999999999994
2517,4788,22.849999999999998
2518,4789,23.05
2519,4790,38.2
2520,4792,31.75
2521,4793,36.95
2522,4794,49.45
2523,4795,32.75
2524,4796,55.650000000000006
2525,4797,27.349999999999998
2526,4798,19.85
2527,4799,30.299999999999997
2528,4800,30.299999999999997
2529,4801,29.8
2530,4802,30.299999999999997
2531,4803,64.15
2532,4804,46.599999999999994
2533,4805,35.699999999999996
2534,4806,17.15
2535,4807,42.75
2536,4808,12.850000000000001
2537,4809,35.25
2538,4810,19.9
2539,4811,50.349999999999994
2540,4812,30.65
2541,4813,42.849999999999994
2542,4814,39.599999999999994
2543,4815,43.349999999999994
2544,4816,36.7
2545,4817,36.9
2546,4818,22.799999999999997
2547,4819,17.25
2548,4820,22.8
2549,4821,39.65
2550,4822,17.4
2551,4823,63.65
2552,4824,48.650000000000006
2553,4825,35.599999999999994
2554,4826,31.299999999999997
2555,4827,22.85
2556,4828,31.7
2557,4829,39.9
2558,4830,27.7
2559,4831,19.9
2560,4832,22.849999999999998
2561,4833,28.95
2562,4834,18.8
2563,4835,38.7
2564,4836,28.349999999999998
2565,4837,38.599999999999994
2566,4838,51.05
2567,4839,19.85
2568,4840,16.3
2569,4841,47.599999999999994
2570,4842,21.3
2571,4843,35.65
2572,4844,19.85
2573,4845,45.650000000000006
2574,4846,26.849999999999998
2575,4847,20.8
2576,4848,31.849999999999998
2577,4849,19.9
2578,4850,29.849999999999998
2579,4852,41.25
2580,4854,22.4
2581,4855,22.65
2582,4856,22.65
2583,4858,25.4
2584,4859,20.85
2585,4860,43.9
2586,4861,27.7
2587,4862,27.7
2588,4863,50.5
2589,4864,23.45
2590,4865,40.7
2591,4866,41.15
2592,4867,27.299999999999997
2593,4868,23.849999999999998
2594,4869,30.5
2595,4870,16.45
2596,4871,36.8
2597,4872,43.65
2598,4873,18.8
2599,4874,30.75
2600,4875,24.5
2601,4876,34.3
2602,4877,19.6
2603,4878,35.75
2604,4879,33.9
2605,4880,42.849999999999994
2606,4883,23.8
2607,4885,34.849999999999994
2608,4886,28.349999999999998
2609,4887,73.15
2610,4888,38.65
2611,4889,58.45
2612,4890,48.39999999999999
2613,4891,18.1
2614,4892,107.75000000000001
2615,4893,67.80000000000001
2616,4894,30.75
2617,4895,21.9
2618,4896,29.7
2619,4897,33.65
2620,4898,26.849999999999998
2621,4899,17.9
2622,4900,29.25
2623,4902,37.25
2624,4903,17.4
2625,4905,46.1
2626,4906,27.8
2627,4907,32.25
2628,4908,36.75
2629,4909,36.75
2630,4910,27.8
2631,4911,26.75
2632,4912,27.7
2633,4913,47.75
2634,4914,19.85
2635,4915,18.45
2636,4916,32.349999999999994
2637,4917,17.65
2638,4918,47.650000000000006
2639,4919,17.85
2640,4920,26.8
2641,4921,23.05
2642,4922,42.650000000000006
2643,4923,20.75
2644,4924,18.799999999999997
2645,4925,23.799999999999997
2646,4926,40.25
2647,4929,44.650000000000006
2648,4930,25.45
2649,4931,28.15
2650,4932,18.3
2651,4933,32.7
2652,4934,78.95000000000002
2653,4935,37.3
2654,4936,69.35
2655,4937,27.8
2656,4938,30.45
2657,4939,33.5
2658,4940,47.55
2659,4941,17.45
2660,4942,18.85
2661,4943,35.8
2662,4944,4.1
2663,4945,58.45
2664,4946,28.7
2665,4947,42.0
2666,4948,17.1
2667,4949,55.35000000000001
2668,4950,32.75
2669,4951,19.8
2670,4952,78.95
2671,4953,35.7
2672,4954,36.65
2673,4955,44.1
2674,4956,17.95
2675,4957,11.899999999999999
2676,4958,36.65
2677,4959,28.9
2678,4960,45.75
2679,4961,27.0
2680,4962,11.95
2681,4963,35.05
2682,4964,89.4
2683,4965,25.05
2684,4966,21.85
2685,4967,34.75
2686,4968,31.599999999999998
2687,4969,47.150000000000006
2688,4970,37.65
2689,4971,25.25
2690,4972,37.95
2691,4973,30.75
2692,4974,25.75
2693,4975,24.4
2694,4976,41.650000000000006
2695,4977,35.7
2696,4978,20.3
2697,4980,43.599999999999994
2698,4981,20.9
2699,4982,36.45
2700,4983,37.0
2701,4984,20.8
2702,4985,45.7
2703,4986,31.75
2704,4987,33.7
2705,4988,20.85
2706,4989,42.25
2707,4990,20.85
2708,4991,72.45
2709,4992,76.40000000000002
2710,4993,34.45
2711,4994,25.799999999999997
2712,4995,28.299999999999997
2713,4996,28.75
2714,4997,18.5
2715,4998,68.85000000000001
2716,4999,45.599999999999994
2717,5000,24.849999999999998
2718,5001,24.75
2719,5002,34.8
2720,5003,34.0
2721,5004,17.8
2722,5005,19.8
2723,5006,21.4
2724,5007,18.45
2725,5008,35.75
2726,5009,54.099999999999994
2727,5010,32.75
2728,5011,54.10000000000001
2729,5012,34.95
2730,5013,75.10000000000001
2731,5014,35.65
2732,5015,54.449999999999996
2733,5016,44.25
2734,5017,36.7
2735,5018,36.3
2736,5019,21.4
2737,5020,18.85
2738,5021,71.30000000000001
2739,5022,60.85000000000001
2740,5023,21.9
2741,5024,32.65
2742,5025,29.75
2743,5026,37.4
2744,5027,36.65
2745,5028,29.849999999999998
2746,5029,40.65
2747,5030,16.65
2748,5031,30.8
2749,5032,16.65
2750,5034,31.799999999999997
2751,5035,65.0
2752,5036,25.349999999999998
2753,5037,18.85
2754,5038,41.0
2755,5039,30.75
2756,5040,30.75
2757,5041,29.349999999999998
2758,5042,33.25
2759,5043,27.9
2760,5044,31.5
2761,5045,20.25
2762,5046,19.85
2763,5047,20.55
2764,5048,30.4
2765,5049,25.849999999999998
2766,5050,25.8
2767,5051,23.4
2768,5052,28.75
2769,5053,60.55
2770,5054,11.7
2771,5055,3.95
2772,5056,7.9
2773,5057,35.75
2774,5059,21.75
2775,5060,47.599999999999994
2776,5061,38.95
2777,5062,18.35
2778,5063,48.3
2779,5065,24.8
2780,5066,32.7
2781,5067,17.4
2782,5068,20.8
2783,5069,19.9
2784,5070,29.7
2785,5072,41.65
2786,5073,34.8
2787,5074,48.55
2788,5075,40.25
2789,5076,36.5
2790,5077,50.75
2791,5078,24.8
2792,5079,30.75
2793,5080,37.25
2794,5081,37.25
2795,5082,38.8
2796,5083,3.95
2797,5084,32.75
2798,5085,74.4
2799,5086,18.65
2800,5087,39.95
2801,5088,37.9
2802,5089,42.400000000000006
2803,5090,17.45
2804,5091,25.349999999999998
2805,5092,48.55
2806,5093,36.65
2807,5094,38.599999999999994
2808,5095,22.4
2809,5096,45.599999999999994
2810,5097,20.8
2811,5098,33.95
2812,5099,69.9
2813,5100,24.7
2814,5101,26.75
2815,5102,43.349999999999994
2816,5103,30.0
2817,5104,33.7
2818,5105,21.3
2819,5106,41.0
2820,5107,16.35
2821,5108,35.9
2822,5109,52.2
2823,5110,30.7
2824,5111,21.849999999999998
2825,5112,52.60000000000001
2826,5114,36.65
2827,5115,20.05
2828,5117,23.4
2829,5118,30.75
2830,5119,19.85
2831,5120,38.65
2832,5121,24.099999999999998
2833,5122,20.6
2834,5124,33.8
2835,5125,35.75
2836,5126,24.849999999999998
2837,5127,31.45
2838,5128,28.0
2839,5129,32.7
2840,5130,19.2
2841,5131,64.65
2842,5132,36.75
2843,5133,8.9
2844,5134,23.15
2845,5135,36.75
2846,5136,14.149999999999999
2847,5137,17.8
2848,5138,50.45000000000001
2849,5141,23.8
2850,5142,20.85
2851,5143,69.10000000000001
2852,5146,25.4
2853,5147,32.7
2854,5148,42.95
2855,5149,9.95
2856,5150,16.45
2857,5151,45.95
2858,5152,18.3
2859,5154,28.8
2860,5155,15.85
2861,5156,26.8
2862,5157,42.25
2863,5158,30.7
2864,5159,44.64999999999999
2865,5160,42.4
2866,5161,17.4
2867,5165,33.55
2868,5166,49.55
2869,5167,52.45
2870,5168,51.650000000000006
2871,5169,51.650000000000006
2872,5170,19.3
2873,5171,65.5
2874,5172,28.349999999999998
2875,5174,31.8
2876,5175,51.2
2877,5176,32.550000000000004
2878,5177,28.0
2879,5178,30.75
2880,5179,23.6
2881,5180,38.65
2882,5181,18.1
2883,5182,47.45
2884,5183,32.8
2885,5184,32.75
2886,5185,30.75
2887,5186,18.95
2888,5187,43.55
2889,5188,20.45
2890,5189,31.75
2891,5190,37.849999999999994
2892,5191,36.599999999999994
2893,5192,17.95
2894,5193,23.8
2895,5194,20.8
2896,5195,25.95
2897,5196,20.8
2898,5197,45.0
2899,5198,35.2
2900,5199,75.44999999999999
2901,5200,50.3
2902,5201,45.7
2903,5202,15.5
2904,5203,20.8
2905,5204,23.75
2906,5205,28.75
2907,5206,45.3
2908,5207,47.099999999999994
2909,5208,19.8
2910,5209,20.1
2911,5210,20.1
2912,5211,31.95
2913,5212,48.45
2914,5213,34.75
2915,5214,14.5
2916,5215,46.3
2917,5216,34.75
2918,5217,59.10000000000001
2919,5218,37.7
2920,5219,36.7
2921,5220,20.849999999999998
2922,5221,49.599999999999994
2923,5222,41.6
2924,5223,30.7
2925,5224,45.25
2926,5225,29.75
2927,5226,16.65
2928,5227,34.599999999999994
2929,5228,24.85
2930,5229,32.25
2931,5232,36.9
2932,5240,25.4
2933,5241,21.05
2934,5242,39.95
2935,5244,30.299999999999997
2936,5245,31.349999999999998
2937,5249,23.55
2938,5250,42.7
2939,5251,36.2
2940,5252,19.45
2941,5253,56.75
2942,5254,57.2
2943,5255,16.3
2944,5256,36.0
2945,5257,41.900000000000006
2946,5258,45.150000000000006
2947,5259,26.049999999999997
2948,5260,18.9
2949,5261,26.049999999999997
2950,5262,32.75
2951,5263,32.75
2952,5264,29.849999999999998
2953,5265,34.7
2954,5266,18.4
2955,5267,35.599999999999994
2956,5268,31.349999999999998
2957,5270,22.4
2958,5271,33.349999999999994
2959,5272,38.4
2960,5273,25.799999999999997
2961,5274,23.849999999999998
2962,5275,31.75
2963,5276,32.2
2964,5277,23.849999999999998
2965,5278,33.95
2966,5279,30.349999999999998
2967,5280,61.95
2968,5281,36.3
2969,5282,32.3
2970,5283,35.05
2971,5284,17.9
2972,5285,30.75
2973,5286,19.9
2974,5287,35.65
2975,5288,36.65
2976,5289,30.7
2977,5290,18.9
2978,5291,43.099999999999994
2979,5292,30.8
2980,5293,17.85
2981,5294,53.14999999999999
2982,5295,19.8
2983,5296,20.8
2984,5297,22.45
2985,5298,11.7
2986,5299,33.349999999999994
2987,5300,29.0
2988,5303,20.349999999999998
2989,5304,36.65
2990,5305,87.45
2991,5306,34.7
2992,5307,77.6
2993,5308,16.45
2994,5309,12.899999999999999
2995,5310,37.15
2996,5311,19.85
2997,5312,26.05
2998,5313,19.85
2999,5314,30.700000000000003
3000,5315,32.849999999999994
3001,5316,19.5
3002,5317,22.3
3003,5318,30.349999999999998
3004,5319,35.7
3005,5320,29.849999999999998
3006,5321,35.599999999999994
3007,5322,35.8
3008,5323,5.9
3009,5324,52.5
3010,5325,39.8
3011,5326,47.5
3012,5327,32.75
3013,5328,62.55000000000001
3014,5329,17.1
3015,5330,44.55
3016,5331,26.3
3017,5332,25.4
3018,5333,53.2
3019,5334,20.9
3020,5335,19.9
3021,5336,26.75
3022,5337,34.599999999999994
3023,5338,19.45
3024,5339,32.3
3025,5340,40.599999999999994
3026,5342,3.95
3027,5343,34.3
3028,5344,42.65
3029,5345,42.349999999999994
3030,5346,33.45
3031,5347,63.3
3032,5348,50.650000000000006
3033,5349,28.4
3034,5350,23.75
3035,5351,33.849999999999994
3036,5352,21.85
3037,5353,14.85
3038,5354,41.75
3039,5355,29.849999999999998
3040,5357,36.9
3041,5358,42.099999999999994
3042,5359,25.799999999999997
3043,5360,41.0
3044,5361,29.0
3045,5362,25.4
3046,5363,20.95
3047,5364,25.4
3048,5365,23.799999999999997
3049,5366,17.5
3050,5367,17.5
3051,5368,26.8
3052,5369,23.8
3053,5370,50.95
3054,5371,30.75
3055,5372,45.8
3056,5373,11.899999999999999
3057,5374,16.45
3058,5375,38.3
3059,5376,49.150000000000006
3060,5377,38.3
3061,5378,90.5
3062,5379,30.7
3063,5380,18.8
3064,5381,25.2
3065,5382,18.8
3066,5383,33.05
3067,5384,23.45
3068,5385,22.8
3069,5386,16.15
3070,5387,50.5
3071,5388,34.25
3072,5389,49.599999999999994
3073,5390,17.8
3074,5391,64.75
3075,5392,28.0
3076,5393,25.4
3077,5394,27.6
3078,5395,42.8
3079,5396,29.849999999999998
3080,5397,27.75
3081,5398,19.9
3082,5399,25.700000000000003
3083,5400,38.25
3084,5401,42.3
3085,5402,40.9
3086,5403,30.349999999999998
3087,5404,44.650000000000006
3088,5405,30.0
3089,5406,25.4
3090,5407,28.75
3091,5408,41.65
3092,5409,47.75
3093,5410,107.30000000000001
3094,5411,71.69999999999999
3095,5412,33.75
3096,5413,26.8
3097,5414,27.75
3098,5415,26.8
3099,5416,56.55
3100,5418,47.599999999999994
3101,5419,66.05000000000001
3102,5420,18.25
3103,5421,43.349999999999994
3104,5422,26.55
3105,5423,37.599999999999994
3106,5425,72.8
3107,5426,18.25
3108,5427,25.0
3109,5428,31.75
3110,5429,14.899999999999999
3111,5430,41.0
3112,5431,25.4
3113,5432,7.95
3114,5433,19.8
3115,5434,30.75
3116,5435,30.75
3117,5436,35.7
3118,5437,66.00000000000001
3119,5438,31.099999999999998
3120,5439,60.5
3121,5440,41.05
3122,5441,7.95
3123,5442,31.4
3124,5443,10.55
3125,5444,18.9
3126,5445,39.6
3127,5446,66.05000000000001
3128,5447,34.7
3129,5449,25.8
3130,5450,19.8
3131,5451,36.65
3132,5452,20.65
3133,5453,39.7
3134,5454,26.849999999999998
3135,5455,70.15
3136,5456,18.6
3137,5457,24.7
3138,5458,27.75
3139,5459,20.4
3140,5460,25.4
3141,5461,53.150000000000006
3142,5462,18.3
3143,5463,72.95
3144,5464,41.65
3145,5465,41.65
3146,5466,15.0
3147,5467,31.7
3148,5468,37.65
3149,5469,35.7
3150,5470,28.849999999999998
3151,5471,28.849999999999998
3152,5472,28.849999999999998
3153,5473,14.850000000000001
3154,5474,21.8
3155,5475,65.20000000000002
3156,5477,32.75
3157,5478,43.25
3158,5479,18.9
3159,5480,29.75
3160,5481,33.25
3161,5482,37.05
3162,5483,25.25
3163,5484,24.1
3164,5485,19.7
3165,5486,3.95
3166,5488,27.700000000000003
3167,5489,11.850000000000001
3168,5490,35.8
3169,5491,3.95
3170,5492,7.9
3171,5493,33.3
3172,5494,25.8
3173,5495,29.75
3174,5496,34.5
3175,5497,34.8
3176,5498,11.850000000000001
3177,5499,14.850000000000001
3178,5500,38.95
3179,5501,26.349999999999998
3180,5502,19.4
3181,5503,45.14999999999999
3182,5504,22.5
3183,5505,19.9
3184,5506,33.75
3185,5507,28.25
3186,5508,37.65
3187,5509,37.2
3188,5510,34.7
3189,5511,33.099999999999994
3190,5512,35.7
3191,5514,19.8
3192,5515,21.45
3193,5516,34.349999999999994
3194,5517,52.349999999999994
3195,5518,28.8
3196,5519,31.75
3197,5520,28.849999999999998
3198,5521,60.85000000000001
3199,5522,64.4
3200,5523,51.95
3201,5524,27.9
3202,5525,23.95
3203,5526,28.4
3204,5527,30.4
3205,5528,44.599999999999994
3206,5529,22.9
3207,5530,76.9
3208,5531,39.949999999999996
3209,5532,45.599999999999994
3210,5533,29.4
3211,5534,30.45
3212,5535,22.75
3213,5536,37.349999999999994
3214,5537,28.9
3215,5538,40.650000000000006
3216,5539,26.099999999999998
3217,5540,25.799999999999997
3218,5541,37.65
3219,5542,15.85
3220,5543,17.75
3221,5544,20.4
3222,5545,35.7
3223,5546,31.349999999999998
3224,5547,28.4
3225,5548,54.5
3226,5549,43.5
3227,5550,21.8
3228,5551,20.8
3229,5552,34.7
3230,5553,39.65
3231,5554,24.8
3232,5555,33.35
3233,5556,20.15
3234,5557,28.2
3235,5558,40.55
3236,5559,18.45
3237,5560,23.8
3238,5561,23.8
3239,5562,29.599999999999998
3240,5563,57.55
3241,5564,20.3
3242,5565,16.45
3243,5566,26.849999999999998
3244,5567,17.25
3245,5568,23.85
3246,5569,21.9
3247,5570,35.6
3248,5571,26.05
3249,5572,30.4
3250,5573,37.7
3251,5574,23.849999999999998
3252,5576,33.3
3253,5577,22.849999999999998
3254,5578,19.85
3255,5579,17.6
3256,5580,19.85
3257,5581,14.850000000000001
3258,5582,28.849999999999998
3259,5583,35.75
3260,5584,45.7
3261,5585,40.15
3262,5586,21.4
3263,5587,49.14999999999999
3264,5588,26.8
3265,5589,33.4
3266,5590,31.7
3267,5591,37.9
3268,5592,20.85
3269,5593,33.3
3270,5594,12.899999999999999
3271,5595,25.4
3272,5596,33.7
3273,5597,30.75
3274,5598,16.95
3275,5599,23.75
3276,5600,39.7
3277,5601,27.8
3278,5602,30.75
3279,5603,127.8
3280,5604,48.599999999999994
3281,5605,17.95
3282,5606,16.4
3283,5607,32.7
3284,5608,35.55
3285,5609,34.65
3286,5610,37.25
3287,5611,41.7
3288,5612,35.6
3289,5613,29.5
3290,5614,36.099999999999994
3291,5615,25.799999999999997
3292,5616,61.5
3293,5617,32.75
3294,5618,25.9
3295,5619,62.3
3296,5620,62.3
3297,5621,32.65
3298,5622,20.9
3299,5623,20.8
3300,5624,35.75
3301,5625,25.45
3302,5626,44.55
3303,5627,41.3
3304,5628,25.75
3305,5629,35.7
3306,5630,23.849999999999998
3307,5631,29.8
3308,5632,48.55
3309,5633,22.15
3310,5634,20.85
3311,5635,15.850000000000001
3312,5636,26.8
3313,5637,23.75
3314,5638,23.849999999999998
3315,5640,36.65
3316,5641,33.7
3317,5642,33.05
3318,5643,24.8
3319,5644,27.05
3320,5645,49.7
3321,5646,26.4
3322,5647,55.55
3323,5648,26.8
3324,5649,9.95
3325,5650,42.0
3326,5651,39.550000000000004
3327,5652,29.65
3328,5653,21.4
3329,5654,28.05
3330,5655,22.65
3331,5656,17.55
3332,5657,18.9
3333,5658,22.55
3334,5659,51.7
3335,5660,38.45
3336,5661,23.75
3337,5662,19.85
3338,5663,11.9
3339,5664,38.349999999999994
3340,5665,18.8
3341,5666,55.2
3342,5667,31.75
3343,5668,30.75
3344,5669,48.7
3345,5670,42.75
3346,5671,51.7
3347,5672,21.85
3348,5673,15.3
3349,5674,15.3
3350,5675,15.0
3351,5676,43.699999999999996
3352,5677,19.45
3353,5678,34.349999999999994
3354,5679,21.9
3355,5680,45.2
3356,5681,27.2
3357,5682,59.5
3358,5683,54.55
3359,5684,25.799999999999997
3360,5685,42.25
3361,5686,38.9
3362,5687,18.9
3363,5688,23.9
3364,5689,35.45
3365,5690,40.95
3366,5691,73.45
3367,5692,28.75
3368,5693,36.15
3369,5694,25.4
3370,5695,35.75
3371,5696,22.45
3372,5697,47.099999999999994
3373,5698,34.75
3374,5699,40.45
3375,5700,17.8
3376,5701,23.1
3377,5702,19.9
3378,5703,23.85
3379,5704,19.45
3380,5705,19.9
3381,5706,53.599999999999994
3382,5707,21.45
3383,5708,25.099999999999998
3384,5709,20.45
3385,5710,21.4
3386,5711,32.3
3387,5712,38.8
3388,5713,24.9
3389,5714,36.349999999999994
3390,5715,25.7
3391,5716,44.599999999999994
3392,5717,32.2
3393,5718,21.85
3394,5719,17.9
3395,5720,23.849999999999998
3396,5721,29.700000000000003
3397,5722,40.5
3398,5723,37.65
3399,5724,38.25
3400,5725,38.7
3401,5727,34.75
3402,5728,33.65
3403,5729,114.00000000000001
3404,5730,29.75
3405,5731,29.75
3406,5732,19.9
3407,5733,32.75
3408,5734,35.75
3409,5735,32.75
3410,5736,54.75
3411,5737,52.8
3412,5738,20.45
3413,5739,54.35000000000001
3414,5740,25.8
3415,5741,62.699999999999996
3416,5742,24.849999999999998
3417,5743,39.8
3418,5744,25.8
3419,5745,18.8
3420,5746,48.8
3421,5747,68.65
3422,5748,20.65
3423,5749,29.599999999999998
3424,5750,25.4
3425,5751,25.8
3426,5752,35.349999999999994
3427,5753,22.8
3428,5754,32.349999999999994
3429,5755,48.5
3430,5756,33.0
3431,5757,18.25
3432,5759,26.849999999999998
3433,5760,19.9
3434,5761,23.4
3435,5762,52.5
3436,5763,26.7
3437,5764,24.75
3438,5765,31.349999999999998
3439,5766,26.8
3440,5767,57.25
3441,5768,28.0
3442,5769,24.75
3443,5770,18.45
3444,5771,46.5
3445,5772,35.2
3446,5773,41.6
3447,5774,17.55
3448,5775,18.85
3449,5776,37.2
3450,5777,29.849999999999998
3451,5778,23.849999999999998
3452,5779,23.849999999999998
3453,5780,33.3
3454,5781,21.9
3455,5782,69.60000000000001
3456,5783,48.5
3457,5784,32.7
3458,5785,33.9
3459,5786,43.64999999999999
3460,5787,34.65
3461,5788,35.4
3462,5789,23.45
3463,5790,29.8
3464,5791,26.75
3465,5792,23.799999999999997
3466,5793,35.7
3467,5794,35.7
3468,5795,35.7
3469,5796,22.8
3470,5797,32.7
3471,5798,38.349999999999994
3472,5799,48.599999999999994
3473,5800,43.25
3474,5801,25.2
3475,5802,48.0
3476,5803,25.2
3477,5804,71.00000000000001
3478,5805,65.4
3479,5806,29.75
3480,5807,36.9
3481,5808,28.0
3482,5809,32.3
3483,5810,39.15
3484,5811,28.9
3485,5812,47.2
3486,5813,77.89999999999999
3487,5814,17.9
3488,5815,20.8
3489,5816,22.849999999999998
3490,5817,3.95
3491,5818,39.699999999999996
3492,5819,19.85
3493,5820,120.65000000000002
3494,5821,23.8
3495,5822,20.8
3496,5823,25.849999999999998
3497,5824,53.400000000000006
3498,5825,34.099999999999994
3499,5826,27.75
3500,5827,27.75
3501,5828,18.1
3502,5829,29.7
3503,5830,29.7
3504,5831,21.4
3505,5832,26.349999999999998
3506,5833,25.099999999999998
3507,5834,10.95
3508,5835,72.65
3509,5836,49.85000000000001
3510,5837,44.7
3511,5838,20.8
3512,5839,104.15000000000002
3513,5840,26.849999999999998
3514,5841,64.85
3515,5842,30.75
3516,5843,23.8
3517,5844,17.35
3518,5845,23.5
3519,5846,14.85
3520,5847,37.65
3521,5848,31.95
3522,5849,39.55
3523,5850,42.45
3524,5851,22.5
3525,5852,25.15
3526,5853,33.75
3527,5854,20.05
3528,5855,8.9
3529,5856,23.849999999999998
3530,5857,62.5
3531,5858,6.9
3532,5859,23.849999999999998
3533,5860,19.8
3534,5861,37.75
3535,5862,38.3
3536,5863,35.849999999999994
3537,5864,33.8
3538,5865,26.849999999999998
3539,5866,117.15
3540,5867,19.9
3541,5868,69.85
3542,5869,30.8
3543,5870,30.8
3544,5871,32.8
3545,5872,26.4
3546,5873,21.25
3547,5874,62.750000000000014
3548,5875,35.65
3549,5876,37.75
3550,5877,60.80000000000001
3551,5878,38.65
3552,5879,29.849999999999998
3553,5880,19.9
3554,5881,33.849999999999994
3555,5882,37.3
3556,5884,17.85
3557,5885,33.7
3558,5886,49.400000000000006
3559,5887,65.4
3560,5888,31.75
3561,5889,20.8
3562,5890,56.2
3563,5891,24.75
3564,5892,27.8
3565,5893,18.45
3566,5894,54.45
3567,5895,29.349999999999998
3568,5896,29.3
3569,5897,32.35
3570,5898,12.3
3571,5899,16.849999999999998
3572,5900,47.45
3573,5901,34.3
3574,5902,51.2
3575,5903,62.349999999999994
3576,5904,47.599999999999994
3577,5905,53.400000000000006
3578,5906,40.9
3579,5907,32.3
3580,5908,32.3
3581,5909,33.3
3582,5910,12.850000000000001
3583,5911,27.7
3584,5912,17.25
3585,5913,42.8
3586,5914,31.95
3587,5915,31.95
3588,5916,23.799999999999997
3589,5917,21.45
3590,5918,85.95000000000002
3591,5919,34.099999999999994
3592,5920,34.9
3593,5921,8.850000000000001
3594,5922,37.15
3595,5923,36.65
3596,5924,56.0
3597,5925,26.75
3598,5926,55.199999999999996
3599,5927,42.849999999999994
3600,5928,20.85
3601,5929,46.849999999999994
3602,5930,22.85
3603,5931,55.75
3604,5932,19.85
3605,5933,27.65
3606,5934,16.65
3607,5935,28.7
3608,5936,28.7
3609,5937,27.35
3610,5938,54.3
3611,5939,19.8
3612,5940,19.8
3613,5941,27.799999999999997
3614,5942,22.8
3615,5943,44.55
3616,5944,20.5
3617,5946,53.5
3618,5947,47.599999999999994
3619,5948,12.899999999999999
3620,5949,73.25000000000001
3621,5950,18.35
3622,5951,18.35
3623,5952,23.799999999999997
3624,5953,25.75
3625,5954,31.8
3626,5955,51.3
3627,5956,65.65
3628,5957,26.849999999999998
3629,5958,39.849999999999994
3630,5959,29.75
3631,5960,43.599999999999994
3632,5961,50.349999999999994
3633,5963,45.39999999999999
3634,5964,34.45
3635,5965,36.95
3636,5966,40.65
3637,5967,17.25
3638,5968,21.9
3639,5969,26.75
3640,5970,25.4
3641,5971,24.8
3642,5973,30.799999999999997
3643,5974,17.45
3644,5975,20.849999999999998
3645,5976,20.849999999999998
3646,5977,24.8
3647,5978,28.8
3648,5979,34.75
3649,5980,7.9
3650,5981,35.550000000000004
3651,5982,3.95
3652,5984,29.65
3653,5985,23.849999999999998
3654,5986,20.8
3655,5987,29.0
3656,5988,28.8
3657,5989,23.8
3658,5990,16.9
3659,5991,59.45
3660,5992,33.4
3661,5993,39.7
3662,5994,21.8
3663,5995,29.8
3664,5996,19.9
3665,5997,21.35
3666,5998,3.95
3667,5999,3.95
3668,6000,17.9
3669,6001,13.899999999999999
3670,6002,87.94999999999999
3671,6003,56.5
3672,6004,87.94999999999999
3673,6005,18.25
3674,6006,8.9
3675,6007,19.1
3676,6008,39.849999999999994
3677,6009,25.099999999999998
3678,6010,28.2
3679,6012,15.899999999999999
3680,6013,40.75
3681,6014,41.75
3682,6015,39.7
3683,6016,40.8
3684,6017,52.55
3685,6018,47.849999999999994
3686,6019,19.9
3687,6020,34.7
3688,6021,19.8
3689,6022,33.45
3690,6023,29.349999999999998
3691,6024,40.55
3692,6025,47.64999999999999
3693,6026,41.6
3694,6027,26.849999999999998
3695,6028,36.949999999999996
3696,6029,27.75
3697,6030,48.5
3698,6031,23.05
3699,6032,21.9
3700,6033,46.400000000000006
3701,6034,26.8
3702,6035,34.8
3703,6036,51.150000000000006
3704,6037,28.8
3705,6038,28.5
3706,6039,39.5
3707,6040,35.7
3708,6042,41.25
3709,6043,19.45
3710,6044,30.95
3711,6045,32.75
3712,6046,42.25
3713,6047,19.9
3714,6048,26.75
3715,6049,20.25
3716,6050,42.55
3717,6051,26.25
3718,6052,43.099999999999994
3719,6053,57.3
3720,6054,37.8
3721,6055,50.2
3722,6056,19.35
3723,6057,31.75
3724,6058,16.65
3725,6059,28.4
3726,6060,31.25
3727,6061,33.25
3728,6062,57.5
3729,6063,32.8
3730,6064,33.2
3731,6065,94.00000000000001
3732,6066,29.15
3733,6067,29.15
3734,6068,40.7
3735,6070,32.75
3736,6071,33.099999999999994
3737,6072,27.799999999999997
3738,6073,52.150000000000006
3739,6074,26.849999999999998
3740,6075,35.65
3741,6076,36.65
3742,6077,19.9
3743,6078,29.75
3744,6079,21.85
3745,6081,24.8
3746,6082,22.8
3747,6083,50.2
3748,6084,57.60000000000001
3749,6085,59.75
3750,6086,29.7
3751,6087,37.75
3752,6088,30.75
3753,6089,22.8
3754,6090,18.45
3755,6091,46.7
3756,6092,20.85
3757,6093,20.85
3758,6094,31.75
3759,6095,24.75
3760,6096,17.85
3761,6097,19.8
3762,6098,17.8
3763,6099,21.45
3764,6100,20.8
3765,6101,28.4
3766,6102,32.599999999999994
3767,6103,22.8
3768,6104,43.8
3769,6105,31.4
3770,6106,21.45
3771,6107,13.5
3772,6108,31.95
